"","symbol","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","original_id","gene_biotype","external_gene_name","entrezgene_id"
"3498","ENSMUSG00000022587",16.8580424857026,3.12546194734915,0.844058508723301,3.69104974969272,0.000223330446857685,0.0025086612888765,"ENSMUSG00000022587.14","protein_coding","Ly6e",17069
"26205","ENSMUSG00000102234",2.69198054049107,3.12544290026259,2.45731711874277,1.26782289371611,0.204861204601376,0.429185821621197,"ENSMUSG00000102234.1","lncRNA","Gm37885",NA
"5123","ENSMUSG00000026356",4.56907718646156,3.12535953316164,1.55853002729045,1.99890889402867,0.0456182122522377,0.170465292042455,"ENSMUSG00000026356.15","protein_coding","Dars",226414
"12206","ENSMUSG00000044811",4.54897604441246,3.12452427619714,1.59123060917467,1.95730540767599,0.0503115721059858,0.182188163928501,"ENSMUSG00000044811.13","protein_coding","Cd300c2",140497
"9891","ENSMUSG00000037369",5.54464943303626,3.12426399919108,1.64761297025243,1.89016720274661,0.058735601553856,0.202740108794945,"ENSMUSG00000037369.17","protein_coding","Kdm6a",22289
"11233","ENSMUSG00000041130",4.44788291863109,3.12292726544394,1.46597511356874,2.12345164432286,0.0337160234741919,0.137678707305745,"ENSMUSG00000041130.10","protein_coding","Zfp598",213753
"8247","ENSMUSG00000032366",2.99746355441379,3.12218703973449,2.79388538398178,1.11392795766699,0.265310094331896,0.488106934414302,"ENSMUSG00000032366.15","protein_coding","Tpm1",22003
"17170","ENSMUSG00000071714",7.72232242341191,3.12172712954062,1.19324105310179,2.60779422686791,0.00911277168122173,0.0516569906741776,"ENSMUSG00000071714.7","protein_coding","Csf2rb2",12984
"16952","ENSMUSG00000070576",520.108291782249,3.11983778558745,0.273741087997661,11.3605078738272,6.57612144397968e-30,2.03013183611961e-27,"ENSMUSG00000070576.4","protein_coding","Mn1",433938
"11241","ENSMUSG00000041144",7.59102169881526,3.11874633362189,1.68124067446411,1.84907870767093,0.0644464484278843,0.215138426206581,"ENSMUSG00000041144.11","protein_coding","Dnah7b",227058
"12864","ENSMUSG00000047635",5.24603326366562,3.1175559577327,2.35498570926877,1.31956467739993,0.18698040268337,0.408909361281181,"ENSMUSG00000047635.6","protein_coding","2810006K23Rik",72650
"6302","ENSMUSG00000028571",2.54729545607237,3.11648255282439,2.11662492775335,1.46765849352522,0.142197010593401,0.350089587544007,"ENSMUSG00000028571.15","protein_coding","Cyp2j13",230459
"17347","ENSMUSG00000073125",3.0387637013841,3.116141638396,2.33574355010111,1.32982991144792,0.183574318318785,0.404399527674371,"ENSMUSG00000073125.10","protein_coding","Xlr3b",574437
"8733","ENSMUSG00000033722",12.5932348217444,3.11587971371902,0.975554692398232,3.18370639588003,0.00145402412473932,0.0117556231012188,"ENSMUSG00000033722.9","protein_coding","BC034090",207792
"21867","ENSMUSG00000087627",2.24793244554693,3.11521033371338,2.67423730631502,1.16115736115888,0.245577911140255,0.470786258114785,"ENSMUSG00000087627.2","lncRNA","A230059L01Rik",NA
"7671","ENSMUSG00000031312",2.74335687523987,3.11519972160716,2.68492374554834,1.15653181091479,0.2474636956151,0.472396682947834,"ENSMUSG00000031312.5","protein_coding","Itgb1bp2",26549
"30311","ENSMUSG00000110519",1.56664549643767,3.11479450456736,2.71012628070727,1.14562724499948,0.251949419171105,0.47661872256937,"ENSMUSG00000110519.2","protein_coding","Olfr839-ps1",NA
"5506","ENSMUSG00000027071",5.10149334914736,3.11356827040907,1.55204823450507,1.99965967642672,0.0455370252022656,0.170196691188763,"ENSMUSG00000027071.14","protein_coding","P2rx3",228139
"850","ENSMUSG00000005883",6.62030154670075,3.11298831897936,1.27853193206869,2.42699321084508,0.0152245407534175,0.0763301690414945,"ENSMUSG00000005883.15","protein_coding","Spo11",26972
"26995","ENSMUSG00000103839",2.56779183303855,3.11261422234647,2.35893904757974,1.3152583257841,0.188423098901027,0.410169200055422,"ENSMUSG00000103839.1","TEC","Gm37607",NA
"24605","ENSMUSG00000097313",22.5907284408872,3.11217994899819,0.709244373631472,4.37392253549283,1.22033697723047e-05,0.000203829667502836,"ENSMUSG00000097313.2","lncRNA","Gm26569",NA
"2433","ENSMUSG00000020621",2.25672296542404,3.11091660362738,2.12513170162557,1.45916443731719,0.144519854298019,0.353186009712121,"ENSMUSG00000020621.6","protein_coding","Rdh14",105014
"23645","ENSMUSG00000094504",3.85135619339576,3.10988320434081,2.00495084685924,1.54611431457125,0.122076962285359,0.319347721151278,"ENSMUSG00000094504.3","protein_coding","Gm5294",384244
"6749","ENSMUSG00000029359",3.75816476781781,3.10958707313131,1.60182457784565,1.93503528164117,0.0529859663011245,0.189166168139785,"ENSMUSG00000029359.13","protein_coding","Tesc",57816
"21602","ENSMUSG00000087109",1.91348922134923,3.10877757329579,2.37120260527361,1.30683795910313,0.191267750306465,0.41337967632824,"ENSMUSG00000087109.1","lncRNA","4930474H06Rik",NA
"28361","ENSMUSG00000106560",184.655344554304,3.10858277059366,0.395573233923418,7.83314568546753,4.75812428906141e-15,4.93411977434793e-13,"ENSMUSG00000106560.1","TEC","Gm43119",NA
"16899","ENSMUSG00000070371",3.50491163219703,3.10797777399993,2.30776196314779,1.34241651585863,0.179460982574698,0.399036598227606,"ENSMUSG00000070371.11","protein_coding","Prss36",77613
"25399","ENSMUSG00000099114",16.2018118187236,3.10664948527008,1.06832724130243,2.89859639027351,0.00374837071515253,0.025774127155035,"ENSMUSG00000099114.1","miRNA","Gm27405",NA
"17841","ENSMUSG00000074994",3.1009729869611,3.104766372929,2.66378302048318,1.16179371560362,0.245319267385329,0.470593877825525,"ENSMUSG00000074994.5","protein_coding","Qser1",99003
"13686","ENSMUSG00000051243",7.43319833259084,3.10436774021443,1.57591232399945,1.96354054289095,0.0495833983639511,0.180396564786878,"ENSMUSG00000051243.14","protein_coding","Islr2",320563
"3726","ENSMUSG00000023008",5.03737752685572,3.10213256335083,2.58156178153229,1.19777592985417,0.231004260218041,0.456578613473966,"ENSMUSG00000023008.18","protein_coding","Fmnl3",22379
"1938","ENSMUSG00000019487",3.53368709922382,3.10174570610375,2.46210024497438,1.25573510356233,0.209212027486601,0.434336912285317,"ENSMUSG00000019487.11","protein_coding","Trip10",106628
"18397","ENSMUSG00000078435",1.909542210143,3.10152786342389,2.64374583864709,1.16937408211901,0.242252947387874,0.467886499420647,"ENSMUSG00000078435.5","protein_coding","AU041133",216177
"2828","ENSMUSG00000021335",2.20706006602227,3.10080517033305,2.19556190943829,1.40775131734901,0.159204720373075,0.373605974642206,"ENSMUSG00000021335.13","protein_coding","Slc17a1",20504
"2848","ENSMUSG00000021373",6.0322820984173,3.10056005301007,1.19457787976335,2.58715660599903,0.00967715987652187,0.0542042043719759,"ENSMUSG00000021373.16","protein_coding","Cap2",67252
"10030","ENSMUSG00000037788",541.646542863331,3.10007443357538,0.218736092650349,14.1269526950675,2.5911650835807e-45,1.6974027271905e-42,"ENSMUSG00000037788.14","protein_coding","Vopp1",232023
"3431","ENSMUSG00000022476",4.49235904556659,3.09631858740324,2.14426302381311,1.43933768997932,0.150054869143311,0.361227284469302,"ENSMUSG00000022476.8","protein_coding","Polr3h",78929
"8193","ENSMUSG00000032289",8.09865404735158,3.09425237389017,1.85145622890813,1.6658521685436,0.0957428624528986,0.276145391684894,"ENSMUSG00000032289.15","protein_coding","Thsd4",207596
"10419","ENSMUSG00000038766",9.75287850875096,3.09330187730353,1.29642112635432,2.37831813646397,0.0173918136348325,0.0842987243517181,"ENSMUSG00000038766.16","protein_coding","Gabpb2",213054
"30040","ENSMUSG00000109951",3.43293341430706,3.09305203632392,1.81034997228306,1.70301438038295,0.0885653772853755,0.26350824228765,"ENSMUSG00000109951.2","protein_coding","Olfr601",258311
"28598","ENSMUSG00000107029",2.79500165814488,3.09275544127193,2.84981514110608,1.08173874045579,0.279368633801039,0.499685852865498,"ENSMUSG00000107029.1","TEC","Gm43123",NA
"11312","ENSMUSG00000041415",17.3495526732188,3.09074497328391,1.04085084327166,2.95983328754421,0.0030780555912677,0.021885208883356,"ENSMUSG00000041415.10","protein_coding","Dicer1",192119
"26880","ENSMUSG00000103608",3.35004565674019,3.08916433774353,1.80795266008463,1.70312221427269,0.0885451995493267,0.263506589417819,"ENSMUSG00000103608.1","TEC","4930442P19Rik",NA
"12503","ENSMUSG00000046108",3.48788508033517,3.08864366854448,1.97082162334785,1.56211177717584,0.118261658917917,0.313149130949168,"ENSMUSG00000046108.3","protein_coding","Il17c",234836
"2929","ENSMUSG00000021546",2.60524868967012,3.0884542044664,1.82087010915681,1.69065008480585,0.0909036528864837,0.267619238104262,"ENSMUSG00000021546.18","protein_coding","Hnrnpk",15387
"5941","ENSMUSG00000027931",3.98981488781512,3.08815464788983,1.44810606468634,2.12564170743706,0.0335331040589053,0.137279788624072,"ENSMUSG00000027931.12","protein_coding","Npr1",18160
"9103","ENSMUSG00000034813",9.17477437153201,3.08780003793717,1.45877178797412,2.10985711631528,0.0348706649934021,0.140835536901172,"ENSMUSG00000034813.18","protein_coding","Grip1",74053
"9146","ENSMUSG00000034931",5.25662738886985,3.08732406848273,1.81983399787592,1.69099163554178,0.0908384001945106,0.267485774851898,"ENSMUSG00000034931.15","protein_coding","Dhx8",217207
"29136","ENSMUSG00000108141",2.28075595955975,3.08688897094193,2.07090422395654,1.48577077363018,0.137339763196553,0.343259944159037,"ENSMUSG00000108141.1","lncRNA","Gm44079",NA
"4180","ENSMUSG00000024448",1.91896500961705,3.08552864966791,2.67460457432319,1.1499003176745,0.250184930039908,0.475041800776221,"ENSMUSG00000024448.14","protein_coding","H2-M10.1",14985
"17439","ENSMUSG00000073608",2720.14413864847,3.08489256889763,0.211311605561346,14.5514609135131,5.71689712624829e-48,3.93703648760965e-45,"ENSMUSG00000073608.4","protein_coding","Gal3st2c",619597
"29489","ENSMUSG00000108889",2.57022921190502,3.08261457661663,2.05161029964275,1.49765994894433,0.134221622628027,0.338713176786953,"ENSMUSG00000108889.2","protein_coding","Olfr1555-ps1",NA
"25849","ENSMUSG00000100901",4.38466556163311,3.08107861389136,1.88647057149554,1.62794938881909,0.103535617774927,0.289008635377477,"ENSMUSG00000100901.1","processed_pseudogene","Gm18829",NA
"4711","ENSMUSG00000025467",4.43163222827174,3.08037040255004,1.66862865780028,1.84005613723406,0.0657599960331322,0.21804736725747,"ENSMUSG00000025467.8","protein_coding","Prap1",22264
"24778","ENSMUSG00000097591",6.81288051582762,3.07840847012223,1.40820192023375,2.17895489704551,0.0293350189688023,0.124525042833687,"ENSMUSG00000097591.1","lncRNA","A330032B11Rik",NA
"20626","ENSMUSG00000085244",4.64021156180668,3.07839513778731,1.95019902512533,1.57337538284848,0.11563192366109,0.309080633528021,"ENSMUSG00000085244.8","lncRNA","Spag17os",NA
"27060","ENSMUSG00000103960",5.41376430614696,3.07817057911937,1.40495587001496,2.18381989399191,0.0289754851530146,0.123449171992333,"ENSMUSG00000103960.1","processed_pseudogene","Gm37119",NA
"23174","ENSMUSG00000092533",3.12141127493134,3.07808256434675,2.61436077187867,1.17354980129312,0.240575398088274,0.466188603308431,"ENSMUSG00000092533.1","unprocessed_pseudogene","Vmn2r-ps72",NA
"6491","ENSMUSG00000028889",2.85887523507721,3.07658789980085,2.39547840864742,1.28015676899061,0.200490006592239,0.424760266662335,"ENSMUSG00000028889.17","protein_coding","Yrdc",230734
"5474","ENSMUSG00000026981",4.32233089686189,3.07611216602906,2.26794616294488,1.35193339953351,0.17639662180588,0.395365139653035,"ENSMUSG00000026981.15","protein_coding","Il1rn",16181
"30713","ENSMUSG00000111334",18.7608486478846,3.07589288506877,1.32132888477978,2.32031019709355,0.0203241028906275,0.0948999922525163,"ENSMUSG00000111334.1","lncRNA","Gm30015",NA
"22495","ENSMUSG00000089976",18.6227565087601,3.07530025562574,0.984563973821212,3.11335813327491,0.00184971413012698,0.0143127692615818,"ENSMUSG00000089976.1","unprocessed_pseudogene","Gm2389",NA
"28846","ENSMUSG00000107556",2.27940518956945,3.07446689840242,1.93949833451318,1.58003069343785,0.114099837554006,0.306602645025063,"ENSMUSG00000107556.1","TEC","Gm44237",NA
"29570","ENSMUSG00000109036",2.87875809501543,3.07302077048689,2.60804139921424,1.17445251114869,0.24021382272527,0.46579040146959,"ENSMUSG00000109036.1","TEC","2210406H18Rik",NA
"9359","ENSMUSG00000035638",3.69357671657896,3.07271137388275,1.6560223192025,1.84943846370239,0.0643945257258459,0.215005988556038,"ENSMUSG00000035638.14","protein_coding","Muc20",224116
"32484","ENSMUSG00000114836",8.01362180094826,3.07213057034992,1.50559560523134,2.03383336116966,0.041968399653076,0.160705343296595,"ENSMUSG00000114836.1","transcribed_processed_pseudogene","Gm18517",NA
"2077","ENSMUSG00000019992",14.5911784204083,3.07206532342056,1.12708605472541,2.71679816335459,0.00659167922274902,0.0403462444313111,"ENSMUSG00000019992.8","protein_coding","Mtfr2",71804
"17673","ENSMUSG00000074415",6.88578402954688,3.07155385632014,1.14482107148435,2.6742640684894,0.00748934530567671,0.0444724378111574,"ENSMUSG00000074415.14","lncRNA","Mir100hg",NA
"585","ENSMUSG00000003746",4.83600382085298,3.07111072621405,2.37901917312831,1.28671124671468,0.198194951570824,0.421900611023952,"ENSMUSG00000003746.16","protein_coding","Man1a",17155
"18417","ENSMUSG00000078515",17.2931844815755,3.07046037125156,1.23724485489624,2.47360929337486,0.0133755885167919,0.0694857942715663,"ENSMUSG00000078515.4","protein_coding","Ddi2",68817
"27963","ENSMUSG00000105741",3.39988406763119,3.06997147910277,2.34246103217497,1.30630624675178,0.19144843364275,0.413511596013237,"ENSMUSG00000105741.1","TEC","C79130",NA
"412","ENSMUSG00000002459",2.08257048822094,3.06844626160168,2.42555256366177,1.2609276366225,0.207334919987108,0.432042926605147,"ENSMUSG00000002459.17","protein_coding","Rgs20",58175
"25345","ENSMUSG00000098922",2.21840913713023,3.06729501503758,2.03585618452822,1.50172445297066,0.133168285982775,0.337132041184407,"ENSMUSG00000098922.1","miRNA","Mir8106",NA
"1184","ENSMUSG00000010025",5.721045057402,3.06721262360097,1.56248257205619,1.9566379032169,0.0503900553963333,0.182321986775525,"ENSMUSG00000010025.19","protein_coding","Aldh3a2",11671
"17033","ENSMUSG00000071000",5.99344140327632,3.06438444639832,1.75764792039039,1.7377680768512,0.0822516877788525,0.251464522522985,"ENSMUSG00000071000.3","protein_coding","Olfr155",29845
"6007","ENSMUSG00000028035",5.30532005968018,3.06348541662707,1.74900207461092,1.74584436516825,0.0808379994579584,0.24863767646162,"ENSMUSG00000028035.13","protein_coding","Dnajb4",67035
"20476","ENSMUSG00000084951",10.7073987998037,3.06256319317328,1.58630755953623,1.92431989296308,0.054314498581927,0.192490802590672,"ENSMUSG00000084951.1","lncRNA","Mipepos",NA
"24642","ENSMUSG00000097370",3.17701761240822,3.05973122555255,2.07447162333134,1.47012433973672,0.141528081368635,0.349244712261483,"ENSMUSG00000097370.2","lncRNA","4930467K11Rik",NA
"5242","ENSMUSG00000026582",38.7753317662331,3.05915882872662,0.596769758698673,5.10943925070143,3.23116360513942e-07,8.40916590182506e-06,"ENSMUSG00000026582.6","protein_coding","Sele",20339
"31009","ENSMUSG00000111947",6.64997181014947,3.05772337060079,1.54879354569246,1.96780479817803,0.0490905019059073,0.179067323127646,"ENSMUSG00000111947.1","lncRNA","Gm47438",NA
"1496","ENSMUSG00000015653",4.37898708005346,3.05747907607701,1.77280888319499,1.71901162328609,0.0856122554999482,0.257488685130751,"ENSMUSG00000015653.13","protein_coding","Steap2",74051
"12587","ENSMUSG00000046449",5.30394248515255,3.05729237821219,1.43490063562372,2.12369574767636,0.033695593201621,0.137651669589276,"ENSMUSG00000046449.15","protein_coding","Nexmif",245555
"29137","ENSMUSG00000108142",2.83560004876897,3.05635534536508,2.13649272367685,1.4258674095189,0.153906618339993,0.366911410915633,"ENSMUSG00000108142.1","processed_pseudogene","Gm7498",NA
"9922","ENSMUSG00000037458",9.36221673258372,3.05545180445299,1.64501809255341,1.85131812120426,0.0641238006160807,0.214502059652098,"ENSMUSG00000037458.15","protein_coding","Azin1",54375
"6184","ENSMUSG00000028367",3.77190061410787,3.05460367150671,1.51557290841657,2.00887971446232,0.0445498917208544,0.167533042822558,"ENSMUSG00000028367.5","protein_coding","Txn1",22166
"11280","ENSMUSG00000041298",4.65165299335906,3.05452841475383,2.35936986941335,1.29039895534092,0.196912174654358,0.420196605454014,"ENSMUSG00000041298.15","protein_coding","Katnal1",231912
"7800","ENSMUSG00000031554",5.53787795715347,3.05409838955674,1.53519308237288,1.98287656745535,0.0473812186793795,0.174850889157842,"ENSMUSG00000031554.18","protein_coding","Adam5",11499
"12300","ENSMUSG00000045205",10.543818784528,3.05387091876656,1.62153056994623,1.8771591329712,0.0604962867772094,0.2065085498554,"ENSMUSG00000045205.16","protein_coding","Dpy19l4",381510
"5749","ENSMUSG00000027530",3.42503900543425,3.05248510138676,1.81825786902192,1.67329681516702,0.0942688791244939,0.273597747517361,"ENSMUSG00000027530.15","protein_coding","Fabp12",75497
"32464","ENSMUSG00000114803",2.75600179696488,3.05157156336274,1.89872612984394,1.60190114601348,0.109177471049215,0.298697248848576,"ENSMUSG00000114803.1","processed_pseudogene","Gm46443",NA
"2660","ENSMUSG00000021000",3.65538681040242,3.05077858874134,2.65866018629247,1.14372592797643,0.252737317096617,0.477208032576566,"ENSMUSG00000021000.17","protein_coding","Mia2",338320
"19525","ENSMUSG00000082420",5.30237047183903,3.05004108962353,1.68328409540762,1.80601783021502,0.070915554508217,0.22919804137478,"ENSMUSG00000082420.2","processed_pseudogene","Gm6517",NA
"8351","ENSMUSG00000032531",7.07256738281052,3.05001514121597,2.21785848554112,1.37069842870261,0.17046898485628,0.388663497051779,"ENSMUSG00000032531.15","protein_coding","Amotl2",56332
"669","ENSMUSG00000004542",3.7687634776317,3.0495939107838,2.04577413147639,1.4857915465918,0.137334266825652,0.343259944159037,"ENSMUSG00000004542.15","protein_coding","Psg19",26439
"9568","ENSMUSG00000036395",609.222654470601,3.0483864608301,0.199980466855394,15.193416180127,3.91000096161289e-52,2.8382379953243e-49,"ENSMUSG00000036395.15","protein_coding","Glb1l2",244757
"16106","ENSMUSG00000064883",3.44578010579352,3.04819224891771,2.24409773655991,1.3538591476747,0.175781319052815,0.394735538032199,"ENSMUSG00000064883.1","misc_RNA","Gm24203",NA
"6660","ENSMUSG00000029184",5.43386871844316,3.04554874719683,1.57705724343918,1.92481836650205,0.054252085430421,0.192356767061419,"ENSMUSG00000029184.5","protein_coding","Olfr109",258832
"29500","ENSMUSG00000108919",4.31735778278422,3.04529088395898,1.53909493684029,1.97212713218999,0.0485950953484049,0.177911592134317,"ENSMUSG00000108919.3","protein_coding","Olfr1295",258398
"2230","ENSMUSG00000020262",13.5104934671971,3.04246627579943,1.06050522822985,2.85945433843931,0.00424370507165105,0.0284360309956261,"ENSMUSG00000020262.15","protein_coding","Adarb1",110532
"12644","ENSMUSG00000046707",12.855918593292,3.04207438069628,1.2113686675309,2.50301535937567,0.0123140199965242,0.0653100215376475,"ENSMUSG00000046707.9","protein_coding","Csnk2a2",13000
"29176","ENSMUSG00000108218",28.6854906972376,3.04086131564875,0.726908995308008,4.16951961691505,3.05242343184456e-05,0.000453440202060184,"ENSMUSG00000108218.2","transcribed_unprocessed_pseudogene","Olfr1372-ps1",NA
"14140","ENSMUSG00000053654",1.81342718644246,3.04021740780066,2.31015503216334,1.31169439522984,0.189623268621409,0.411533167351137,"ENSMUSG00000053654.7","protein_coding","Krt42",68239
"14024","ENSMUSG00000053024",5.69390594749923,3.0398803448308,2.10111695948266,1.44203316771895,0.149293017032133,0.360035184650177,"ENSMUSG00000053024.14","protein_coding","Cntn2",21367
"13924","ENSMUSG00000052435",2.10881193002999,3.03953199467997,2.67384686332567,1.13302374800624,0.257204280634674,0.481021684304747,"ENSMUSG00000052435.7","protein_coding","Cebpe",110794
"27570","ENSMUSG00000104951",40.7926032095641,3.03941827651418,0.57986459401825,5.22435462996873,1.74763560958498e-07,4.89447311806397e-06,"ENSMUSG00000104951.1","TEC","Gm43413",NA
"8841","ENSMUSG00000034066",4.3236992476118,3.03866377598924,2.79517828203697,1.0835315212102,0.278572567524278,0.498726970975007,"ENSMUSG00000034066.13","protein_coding","Farp2",227377
"30600","ENSMUSG00000111097",4.4455160173939,3.03444919323591,1.6020490526047,1.88786303909896,0.059044339608846,0.203387568707758,"ENSMUSG00000111097.1","lncRNA","Gm34069",NA
"18253","ENSMUSG00000077399",39.7021580040403,3.03339151356592,0.700049803633385,4.31882345780824,1.56863194809889e-05,0.000253031849843713,"ENSMUSG00000077399.1","snoRNA","Gm24335",NA
"1839","ENSMUSG00000018796",12.5706289980696,3.03287159866716,1.04699587486937,2.88718577715916,0.00388704645324043,0.0265104859423899,"ENSMUSG00000018796.13","protein_coding","Acsl1",14081
"15327","ENSMUSG00000060450",4.05274966806022,3.0317074306254,2.50361953847389,1.20693555238322,0.227456964617924,0.453073324893847,"ENSMUSG00000060450.14","protein_coding","Rnf14",56736
"14638","ENSMUSG00000056459",3.92787115104598,3.03097323165543,1.67310731420424,1.80560637444362,0.0709798462713063,0.229242028758387,"ENSMUSG00000056459.14","protein_coding","Zbtb25",109929
"27242","ENSMUSG00000104313",3.20084986563843,3.03061159726581,2.08669303635883,1.44755914963737,0.147740382765404,0.357724092292047,"ENSMUSG00000104313.1","TEC","Gm37911",NA
"14577","ENSMUSG00000056124",2.14930731804065,3.03053209853577,2.59408201950394,1.16439344470433,0.244264602938805,0.470257523212912,"ENSMUSG00000056124.5","protein_coding","B4galt6",56386
"13910","ENSMUSG00000052387",9.09420388177972,3.03035706102584,2.10061230459147,1.43784602919064,0.150477745941238,0.361917155156273,"ENSMUSG00000052387.16","protein_coding","Trpm3",226025
"8406","ENSMUSG00000032625",11.1477920383833,3.02984532635524,1.26577320529863,2.38577125326553,0.0170433483583692,0.0829558264242623,"ENSMUSG00000032625.14","protein_coding","Thsd7a",330267
"26013","ENSMUSG00000101546",8.80878006786242,3.02925332699794,1.25088368002217,2.41369631342894,0.0157916183008022,0.0783976495975869,"ENSMUSG00000101546.1","lncRNA","Gm28747",NA
"29708","ENSMUSG00000109311",3.51214529857131,3.0286448067094,2.29607540054988,1.31469759485532,0.188611555229616,0.410398410210954,"ENSMUSG00000109311.1","lncRNA","AI314278",NA
"8691","ENSMUSG00000033577",3.24001512079024,3.02768326235937,2.5609932427867,1.1783253512515,0.238666924867932,0.464489044639473,"ENSMUSG00000033577.18","protein_coding","Myo6",17920
"13576","ENSMUSG00000050786",13.4300453574913,3.02648855104772,0.901286827993081,3.34686856321269,0.000817299522236541,0.00732189145037659,"ENSMUSG00000050786.8","protein_coding","Ccdc126",57895
"31300","ENSMUSG00000112504",2.62981617813377,3.02486934771898,2.61000660046022,1.15511943425253,0.248041520803565,0.473078817821706,"ENSMUSG00000112504.1","processed_pseudogene","Gm47367",NA
"20506","ENSMUSG00000085017",43.0920563931049,3.02448061670631,0.720222205348219,4.18548691545665,2.84555460814431e-05,0.000426960366846592,"ENSMUSG00000085017.1","lncRNA","Gm13412",NA
"4003","ENSMUSG00000024130",661.349778563192,3.02403794057827,0.299638920116224,10.0589000234321,8.39308414651497e-24,1.94328839661292e-21,"ENSMUSG00000024130.16","protein_coding","Abca3",27410
"9856","ENSMUSG00000037280",2.31482787777282,3.02173451919343,1.98052950882295,1.52067136883173,0.128342327075692,0.329479852857861,"ENSMUSG00000037280.12","protein_coding","Galnt6",207839
"32640","ENSMUSG00000115151",3.92318164910099,3.02119821344599,1.64006349527028,1.8360253869011,0.0663539020941122,0.219285480797793,"ENSMUSG00000115151.1","lncRNA","Gm19276",NA
"16741","ENSMUSG00000069188",3.62617888830962,3.02079161761997,1.813802078925,1.65993393248529,0.0969277442450387,0.278600448611326,"ENSMUSG00000069188.5","processed_pseudogene","Gm13192",NA
"32208","ENSMUSG00000114310",8.66413191810927,3.02078071450127,1.13076772426162,2.66259873703708,0.00775398172276113,0.0456903117836591,"ENSMUSG00000114310.1","TEC","Gm48602",NA
"16935","ENSMUSG00000070504",9.04028591853229,3.01971260841687,1.12957906512958,2.6644550180926,0.00771131786491928,0.0455064380142429,"ENSMUSG00000070504.9","protein_coding","Fcrl6",677296
"3183","ENSMUSG00000022034",6.74657964297355,3.01942200405655,1.62268645625104,1.85459242139072,0.0636544511799513,0.213454626435864,"ENSMUSG00000022034.10","protein_coding","Esco2",71988
"3426","ENSMUSG00000022469",4.20048597234662,3.01816684086157,1.99581871822352,1.50723450651828,0.131750558345275,0.335027125169229,"ENSMUSG00000022469.17","protein_coding","Rapgef3",223864
"12054","ENSMUSG00000044205",16.1897847598255,3.01786557260711,0.807864733433638,3.72322920920546,0.000196690804152647,0.0022575733409965,"ENSMUSG00000044205.7","protein_coding","Olfr983",258824
"3617","ENSMUSG00000022805",1.56931115119828,3.01561653863703,2.40941752641265,1.24744528737286,0.212234269840108,0.437735218811674,"ENSMUSG00000022805.17","protein_coding","Maats1",320214
"24559","ENSMUSG00000097251",15.0568325749936,3.01498998252958,1.03113440705824,2.91425633938705,0.00356537012906962,0.0247566470854581,"ENSMUSG00000097251.2","lncRNA","5033417F24Rik",NA
"2277","ENSMUSG00000020334",1.93304041410119,3.01442730599647,2.5936271525723,1.15838828376575,0.246705618234788,0.471837890375984,"ENSMUSG00000020334.6","protein_coding","Slc22a4",30805
"18466","ENSMUSG00000078670",3.07498669775774,3.01398192148167,2.49588468962607,1.20357400082122,0.228754273416776,0.454361949077633,"ENSMUSG00000078670.3","protein_coding","Fam174b",100038347
"26614","ENSMUSG00000103044",23.4517913873507,3.01342261945999,1.51523708439331,1.9821469857059,0.047462792114926,0.174959603434351,"ENSMUSG00000103044.1","TEC","Gm37307",NA
"25558","ENSMUSG00000099732",3.00328342780918,3.01236957310839,1.97578409332327,1.51958383674322,0.128615602732264,0.330023679963996,"ENSMUSG00000099732.1","processed_pseudogene","Gm17752",NA
"18439","ENSMUSG00000078598",3.28769622430965,3.01218437672024,1.93146919944896,1.55435270600057,0.120100307808707,0.316302614936875,"ENSMUSG00000078598.11","protein_coding","Skint5",242627
"14464","ENSMUSG00000055515",31.0523985824046,3.01135429076576,0.587290993646649,5.1105062451742,3.21296690003742e-07,8.36991901078612e-06,"ENSMUSG00000055515.8","protein_coding","Vmn2r81",216144
"2891","ENSMUSG00000021468",8.87676249556111,3.0108867672043,1.47827058991178,2.02999828832648,0.0423567132734996,0.161708117284954,"ENSMUSG00000021468.8","protein_coding","Sptlc1",268656
"26673","ENSMUSG00000103158",81.3077388369647,3.00924590821825,0.433104091354588,6.92500017452553,4.35974983945621e-12,2.92735402970287e-10,"ENSMUSG00000103158.5","lncRNA","Gm31925",NA
"28666","ENSMUSG00000107168",18.239109418218,3.00921900375672,1.40502281518617,2.134640784007,0.0327903633774632,0.135074168649066,"ENSMUSG00000107168.1","TEC","Gm42507",NA
"11026","ENSMUSG00000040485",1.75094532004598,3.00906869055666,2.39526817084088,1.25208055075679,0.210540513928521,0.436050055759733,"ENSMUSG00000040485.5","protein_coding","Lrrc52",240899
"24538","ENSMUSG00000097222",4.73438150723922,3.00403558857569,1.83664959003138,1.63016157509095,0.103067352635968,0.288148274392732,"ENSMUSG00000097222.2","lncRNA","1010001N08Rik",68434
"3121","ENSMUSG00000021938",3.30325267235325,3.00332388459209,1.76362723117925,1.69725429029047,0.0896485950220172,0.265466589316575,"ENSMUSG00000021938.12","protein_coding","Pspc1",66645
"31162","ENSMUSG00000112252",2.60150556959554,3.00049059035701,2.72703316923043,1.09660954039695,0.272812115177402,0.493324957559062,"ENSMUSG00000112252.1","protein_coding","Gm32802",NA
